age;turnover;travel;department;distance_from_home;education;field_of_study;employees;id;environment_satisfaction;gender;involvement;job_level;position;job_satisfaction;marital_status;monthly_income;num_companies_worked;over_18;overtime;percent_salary_hike;performance_rating;relationship_satisfaction;total_working_hours;stock_option_level;years_at_company;training_times_last_year;work_life_balance;years_with_curr_manager;years_in_current_role;years_since_last_promotion
30;No;Travel_Rarely;Research & Development;2;Secondary;Medical;1;198;Medium;2.0;Medium;1;Laboratory Technician;Medium;Single;2720;0;Y;No;13;Medium;Very_High;80;0;6;3;;5;;1
41;No;Travel_Frequently;Research & Development;10;Secondary;Life Sciences;1;199;Very_High;2.0;Medium;4;Manager;Medium;Divorced;17181;4;Y;No;13;Medium;Medium;80;1;21;2;;7;2.0;7
41;No;Travel_Rarely;Research & Development;9;University;Life Sciences;1;200;High;1.0;High;1;Laboratory Technician;High;Married;2238;2;Y;No;21;Very_High;Very_High;80;1;7;2;;5;;1
19;No;Travel_Rarely;Research & Development;3;University;Medical;1;201;Medium;1.0;High;1;Laboratory Technician;High;Single;1483;1;Y;No;14;High;Very_High;80;0;1;3;;1;;0
40;No;Travel_Frequently;Research & Development;26;University;Medical;1;202;Medium;1.0;High;2;Research Scientist;High;Divorced;5605;1;Y;No;11;High;Low;80;1;20;2;High;20;;2
35;No;Travel_Rarely;Sales;1;University;Marketing;1;204;High;1.0;High;3;Sales Executive;High;Married;7295;1;Y;No;13;High;Low;80;2;10;3;;10;;0
53;No;Travel_Rarely;Sales;6;University;Marketing;1;205;Medium;1.0;High;2;Sales Representative;High;Married;2306;2;Y;Yes;20;Very_High;Very_High;80;1;13;3;;7;;4
45;No;Travel_Rarely;Research & Development;9;University;Life Sciences;1;206;Medium;1.0;High;2;Laboratory Technician;High;Divorced;2348;8;Y;No;18;High;High;80;1;20;2;High;17;3.0;0
32;No;Travel_Frequently;Sales;8;University;Marketing;1;207;Medium;1.0;High;3;Sales Executive;High;Single;8998;1;Y;No;14;High;Very_High;80;0;9;2;;9;;3
29;No;Non-Travel;Research & Development;1;University;Technical Degree;1;208;Very_High;1.0;High;2;Manufacturing Director;High;Married;4319;1;Y;No;13;High;Low;80;1;10;1;;10;;0
51;No;Travel_Rarely;Research & Development;7;;Medical;1;211;Medium;2.0;;2;Manufacturing Director;;Married;6132;2;Y;No;17;High;High;80;0;10;2;;1;;0
58;No;Travel_Rarely;Research & Development;9;Secondary;Medical;1;214;Medium;2.0;Medium;1;Research Scientist;Medium;Married;3346;4;Y;Yes;20;Medium;Medium;80;1;9;3;Medium;1;;0
40;No;Travel_Rarely;Sales;4;Secondary;Marketing;1;215;High;2.0;Medium;3;Sales Executive;Medium;Married;10855;7;Y;No;11;Medium;Low;80;1;15;2;Medium;12;2.0;2
34;No;Travel_Frequently;Sales;2;University;Marketing;1;216;High;1.0;High;1;Sales Representative;High;Married;2231;6;Y;No;18;High;Very_High;80;1;6;3;;4;;1
22;No;Travel_Rarely;Research & Development;19;University;Medical;1;217;High;1.0;High;1;Research Scientist;High;Married;2323;1;Y;No;24;Very_High;Low;80;2;2;6;High;2;3.0;2
27;No;Non-Travel;Research & Development;9;University;Medical;1;218;Very_High;1.0;High;1;Research Scientist;High;Divorced;2024;6;Y;No;18;High;Very_High;80;1;6;1;;2;;2
28;No;Travel_Rarely;Research & Development;21;University;Medical;1;221;High;1.0;High;1;Research Scientist;High;Married;2713;1;Y;No;11;High;High;80;1;5;2;;5;;0
57;No;Travel_Rarely;Research & Development;24;Master;Life Sciences;1;223;High;2.0;Very_High;3;Healthcare Representative;Very_High;Divorced;9439;3;Y;Yes;16;High;Medium;80;1;12;2;;5;;1
27;No;Non-Travel;Research & Development;3;Secondary;Medical;1;224;High;2.0;Medium;1;Research Scientist;Medium;Divorced;2566;1;Y;Yes;15;High;Very_High;80;1;1;2;;1;;0
50;No;Travel_Rarely;Research & Development;11;University;Life Sciences;1;226;High;1.0;High;5;Manager;High;Single;19926;3;Y;No;15;High;Medium;80;0;21;5;;5;;4
41;No;Travel_Rarely;Research & Development;14;University;Life Sciences;1;227;Low;1.0;High;1;Research Scientist;High;Divorced;2451;4;Y;No;12;High;Low;80;1;13;2;;9;;1
30;No;Travel_Rarely;Sales;5;University;Life Sciences;1;228;Medium;2.0;High;3;Sales Executive;High;Married;9419;2;Y;No;12;High;High;80;1;12;2;;10;;7
38;No;Travel_Rarely;Sales;1;;Life Sciences;1;230;Low;2.0;Medium;2;Sales Executive;Medium;Single;8686;4;Y;No;22;Medium;High;80;0;12;2;;8;;0
32;No;Travel_Rarely;Research & Development;6;University;Life Sciences;1;231;High;1.0;High;1;Research Scientist;High;Single;3038;3;Y;No;20;Very_High;Low;80;0;8;2;High;5;;1
27;No;Travel_Rarely;Research & Development;17;University;Technical Degree;1;233;High;1.0;High;1;Research Scientist;High;Married;3058;0;Y;Yes;16;High;Very_High;80;1;6;3;;5;;1
19;Yes;Travel_Frequently;Sales;1;Elementary;Technical Degree;1;235;High;1.0;Low;1;Sales Representative;Low;Single;2325;0;Y;No;21;Very_High;Low;80;0;1;5;;0;;0
36;No;Travel_Frequently;Research & Development;3;University;Medical;1;238;Very_High;1.0;High;1;Laboratory Technician;High;Single;2088;4;Y;No;12;High;High;80;0;13;3;High;8;;7
30;No;Non-Travel;Research & Development;9;University;Medical;1;239;High;1.0;High;2;Laboratory Technician;;Divorced;3072;1;Y;No;11;High;High;80;2;12;4;High;12;;6
45;No;Travel_Rarely;Sales;4;University;Life Sciences;1;240;High;1.0;High;2;Sales Executive;High;Divorced;5006;4;Y;Yes;11;High;Low;80;1;9;3;High;5;;0
56;No;Travel_Rarely;Research & Development;8;University;Life Sciences;1;241;High;1.0;High;1;Research Scientist;High;Divorced;4257;4;Y;Yes;18;High;High;80;1;19;3;;2;;2
33;No;Travel_Rarely;Research & Development;2;University;Life Sciences;1;242;High;1.0;High;1;Research Scientist;High;Single;2500;0;Y;No;14;High;Low;80;0;4;2;;3;;0
19;Yes;Travel_Rarely;Research & Development;2;Secondary;Life Sciences;1;243;Medium;2.0;Medium;1;Laboratory Technician;Medium;Single;1102;1;Y;No;22;Medium;High;80;0;1;3;;1;;1
46;No;Travel_Rarely;Sales;1;University;Marketing;1;244;Medium;1.0;High;3;Sales Executive;High;Divorced;10453;1;Y;No;25;Very_High;High;80;3;24;2;;24;;15
38;No;Travel_Rarely;Research & Development;9;University;Life Sciences;1;245;High;1.0;High;1;Laboratory Technician;High;Single;2288;1;Y;No;12;High;High;80;0;2;3;High;2;;2
31;No;Travel_Rarely;Research & Development;12;University;Medical;1;246;High;1.0;High;1;Research Scientist;High;Married;3929;8;Y;Yes;23;Very_High;High;80;1;7;0;;4;;0
34;No;Travel_Rarely;Research & Development;27;University;Medical;1;247;Very_High;1.0;High;1;Research Scientist;High;Single;2311;2;Y;No;15;High;Very_High;80;0;9;3;;3;;1
41;Yes;Travel_Rarely;Sales;20;University;Marketing;1;248;Medium;1.0;High;1;Sales Representative;High;Single;3140;1;Y;Yes;22;Very_High;Very_High;80;0;4;5;;4;;0
50;No;Travel_Rarely;Research & Development;1;Secondary;Medical;1;249;High;2.0;Medium;1;Laboratory Technician;Medium;Married;3690;2;Y;No;15;Medium;Very_High;80;1;5;2;;3;;0
53;No;Travel_Rarely;Research & Development;13;Master;Medical;1;250;Very_High;2.0;Very_High;2;Manufacturing Director;Very_High;Divorced;4450;1;Y;No;11;High;High;80;2;5;3;;4;;1
33;No;Travel_Rarely;Research & Development;14;University;Medical;1;252;Very_High;1.0;High;1;Research Scientist;High;Married;2756;1;Y;No;13;High;Very_High;80;1;8;5;;8;3.0;1
40;No;Travel_Rarely;Research & Development;4;University;Medical;1;253;Very_High;1.0;High;5;Manager;High;Married;19033;1;Y;No;14;High;Medium;80;1;21;2;;20;3.0;9
55;No;Travel_Rarely;Research & Development;14;Master;Medical;1;254;High;2.0;Very_High;5;Research Director;Very_High;Single;18722;8;Y;No;11;High;Very_High;80;0;36;3;;24;;2
34;No;Travel_Frequently;Research & Development;2;Secondary;Life Sciences;1;256;Very_High;2.0;Medium;2;Manufacturing Director;Medium;Married;9547;1;Y;No;17;High;High;80;0;10;2;;10;;1
51;No;Travel_Rarely;Research & Development;3;University;Medical;1;258;Very_High;2.0;High;4;Healthcare Representative;High;Single;13734;3;Y;No;18;High;High;80;0;21;6;;7;3.0;1
52;No;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;259;High;2.0;Medium;5;Manager;Medium;Married;19999;0;Y;No;14;Medium;Low;80;1;34;5;;33;;11
27;No;Travel_Rarely;Research & Development;9;University;Medical;1;260;Very_High;1.0;High;1;Research Scientist;High;Single;2279;1;Y;No;16;High;Very_High;80;0;7;2;;7;;0
35;Yes;Travel_Rarely;Research & Development;23;Secondary;Life Sciences;1;261;Medium;2.0;Medium;2;Manufacturing Director;Medium;Married;5916;3;Y;Yes;13;Medium;Low;80;0;8;1;Medium;1;;0
43;No;Non-Travel;Research & Development;7;Master;Medical;1;262;Very_High;2.0;Very_High;1;Research Scientist;Very_High;Divorced;2089;4;Y;No;14;High;Very_High;80;3;7;3;;5;;2
45;No;Non-Travel;Research & Development;2;Secondary;Medical;1;264;Low;2.0;Medium;4;Manager;Medium;Married;16792;9;Y;No;23;Medium;Very_High;80;1;22;1;;20;;11
37;No;Travel_Rarely;Research & Development;21;Master;Life Sciences;1;267;Medium;2.0;Very_High;1;Research Scientist;Very_High;Married;3564;1;Y;Yes;12;High;Low;80;1;8;3;Very_High;8;;1
35;No;Travel_Frequently;Research & Development;2;University;Medical;1;269;Medium;1.0;High;2;Laboratory Technician;High;Single;4425;5;Y;No;11;High;Very_High;80;0;10;5;High;6;;1
42;No;Non-Travel;Research & Development;21;University;Medical;1;270;High;1.0;High;2;Manufacturing Director;High;Divorced;5265;2;Y;No;16;High;Medium;80;1;11;5;;5;;0
38;No;Travel_Rarely;Research & Development;2;University;Life Sciences;1;271;Very_High;1.0;High;2;Manufacturing Director;High;Married;6553;9;Y;No;14;High;Medium;80;0;14;3;;1;;0
38;No;Travel_Rarely;Research & Development;29;University;Technical Degree;1;273;Very_High;1.0;High;2;Manufacturing Director;High;Married;6261;3;Y;No;18;High;Low;80;1;9;3;;7;;1
27;No;Travel_Frequently;Research & Development;1;Secondary;Technical Degree;1;274;High;2.0;Medium;2;Manufacturing Director;Medium;Married;4298;5;Y;No;19;Medium;High;80;1;6;1;Medium;2;2.0;2
49;No;Non-Travel;Research & Development;18;University;Life Sciences;1;275;Very_High;1.0;High;2;Manufacturing Director;High;Divorced;6804;1;Y;Yes;15;High;Low;80;2;7;0;High;7;;1
34;No;Travel_Frequently;Research & Development;10;University;Medical;1;277;Very_High;1.0;High;1;Research Scientist;High;Divorced;3815;1;Y;Yes;17;High;Very_High;80;1;5;4;High;5;;2
40;No;Travel_Rarely;Research & Development;19;University;Medical;1;281;High;1.0;High;2;Laboratory Technician;High;Married;2741;8;Y;Yes;15;High;High;80;1;15;2;;7;;3
38;Yes;Travel_Rarely;Research & Development;29;University;Medical;1;282;Medium;1.0;High;2;Healthcare Representative;High;Married;6673;7;Y;Yes;19;High;Medium;80;0;17;2;;1;;0
29;Yes;Travel_Rarely;Sales;27;University;Marketing;1;283;Medium;1.0;High;3;Sales Executive;High;Married;7639;1;Y;No;22;Very_High;Very_High;80;3;10;3;;10;;1
22;No;Travel_Rarely;Research & Development;5;Master;Life Sciences;1;284;Very_High;2.0;Very_High;1;Research Scientist;Very_High;Divorced;2328;1;Y;Yes;16;High;Low;80;1;4;2;Very_High;4;;2
36;No;Travel_Frequently;Research & Development;18;University;Medical;1;286;Medium;1.0;High;1;Laboratory Technician;High;Single;2153;1;Y;No;13;High;Low;80;0;8;2;;8;;1
40;No;Non-Travel;Research & Development;9;Secondary;Life Sciences;1;287;Very_High;1.0;Medium;2;Healthcare Representative;Medium;Married;4876;9;Y;No;14;Medium;Very_High;80;1;5;5;;3;;0
46;No;Travel_Rarely;Research & Development;1;University;Medical;1;288;Very_High;1.0;High;3;Healthcare Representative;High;Divorced;9396;7;Y;No;16;High;High;80;1;17;3;High;4;;0
32;Yes;Travel_Rarely;Sales;4;Elementary;Medical;1;291;Very_High;1.0;Low;3;Sales Executive;Low;Married;10400;1;Y;No;11;Low;High;80;0;14;2;;14;;9
30;No;Non-Travel;Research & Development;1;Secondary;Life Sciences;1;292;High;2.0;Medium;3;Manufacturing Director;Medium;Single;8474;1;Y;No;22;Medium;High;80;0;12;2;Medium;11;;5
27;No;Travel_Frequently;Sales;20;University;Life Sciences;1;293;Very_High;1.0;High;2;Sales Executive;High;Single;9981;1;Y;No;14;High;Very_High;80;0;7;2;High;7;;0
51;No;Travel_Rarely;Research & Development;8;Secondary;Life Sciences;1;296;Medium;2.0;Medium;3;Research Director;Medium;Married;12490;5;Y;No;16;Medium;Very_High;80;2;16;5;Medium;10;2.0;4
30;Yes;Travel_Rarely;Research & Development;3;University;Technical Degree;1;297;Very_High;1.0;High;1;Research Scientist;High;Single;2657;5;Y;Yes;11;High;High;80;0;8;5;High;5;;0
41;No;Travel_Rarely;Sales;6;University;Life Sciences;1;298;Very_High;1.0;High;3;Manager;High;Single;13591;3;Y;Yes;18;High;High;80;0;16;3;;1;;0
30;Yes;Travel_Frequently;Sales;26;Secondary;Marketing;1;299;High;2.0;Medium;2;Sales Executive;Medium;Single;6696;5;Y;No;15;Medium;High;80;0;9;5;Medium;6;2.0;0
29;Yes;Travel_Rarely;Research & Development;1;University;Technical Degree;1;300;High;1.0;High;1;Research Scientist;High;Single;2058;0;Y;No;14;High;Very_High;80;0;7;1;High;6;;1
45;No;Non-Travel;Sales;6;Secondary;Medical;1;302;Very_High;1.0;Medium;3;Sales Executive;Medium;Single;8865;6;Y;No;12;Medium;Very_High;80;0;23;2;Medium;19;;12
54;No;Travel_Rarely;Sales;3;University;Marketing;1;303;Very_High;2.0;High;2;Sales Executive;High;Married;5940;2;Y;No;14;High;Very_High;80;1;16;4;;6;;0
36;No;Travel_Rarely;Research & Development;5;University;Life Sciences;1;304;Very_High;1.0;High;2;Laboratory Technician;High;Single;5914;8;Y;No;16;High;Very_High;80;0;16;3;;13;;3
33;No;Travel_Rarely;Research & Development;4;Secondary;Medical;1;305;High;2.0;Medium;1;Research Scientist;Medium;Married;2622;6;Y;No;21;Medium;Very_High;80;0;7;3;;3;;1
37;No;Travel_Frequently;Research & Development;11;University;Other;1;306;Medium;1.0;High;3;Research Director;High;Divorced;12185;1;Y;Yes;14;High;High;80;3;10;1;;10;;0
38;No;Travel_Rarely;Sales;3;University;Life Sciences;1;307;Low;1.0;High;3;Sales Executive;High;Divorced;10609;0;Y;No;12;High;High;80;2;17;6;;16;;5
31;No;Non-Travel;Research & Development;1;Elementary;Medical;1;308;High;1.0;Low;2;Manufacturing Director;Low;Married;4345;0;Y;No;12;Low;Very_High;80;1;6;2;;5;;1
59;No;Travel_Rarely;Research & Development;3;Secondary;Life Sciences;1;309;High;2.0;Medium;1;Research Scientist;Medium;Married;2177;3;Y;No;17;Medium;Low;80;1;7;6;;1;;0
37;No;Travel_Frequently;Sales;4;University;Marketing;1;311;Low;1.0;High;1;Sales Representative;High;Divorced;2793;4;Y;No;17;High;High;80;1;13;2;High;9;3.0;5
29;No;Travel_Frequently;Sales;1;University;Medical;1;312;Medium;1.0;High;3;Sales Executive;High;Married;7918;1;Y;No;14;High;Very_High;80;1;11;5;;11;;4
35;No;Travel_Frequently;Sales;1;University;Marketing;1;314;High;1.0;High;3;Sales Executive;High;Single;8789;1;Y;No;14;High;Low;80;0;10;3;High;10;;0
29;Yes;Travel_Rarely;Research & Development;18;Secondary;Medical;1;315;High;2.0;Medium;1;Research Scientist;Medium;Single;2389;1;Y;Yes;13;High;High;80;0;4;3;;4;;0
52;No;Travel_Rarely;Research & Development;2;Secondary;Life Sciences;1;316;High;1.0;Medium;1;Laboratory Technician;Medium;Single;3212;7;Y;No;15;Medium;Medium;80;0;6;3;Medium;2;;2
42;No;Travel_Rarely;Research & Development;4;;Technical Degree;1;319;High;2.0;;5;Manager;;Married;19232;1;Y;No;11;High;Very_High;80;0;22;3;;22;;11
59;No;Travel_Rarely;Human Resources;6;University;Medical;1;321;Medium;1.0;High;1;Human Resources;High;Married;2267;8;Y;No;17;High;Very_High;80;0;7;2;High;2;;2
50;No;Travel_Rarely;Sales;1;University;Medical;1;323;Very_High;1.0;High;5;Manager;High;Divorced;19517;3;Y;No;11;High;High;80;1;32;3;;7;3.0;0
33;Yes;Travel_Rarely;Research & Development;14;University;Medical;1;325;High;1.0;High;1;Laboratory Technician;High;Married;2436;5;Y;Yes;13;High;High;80;1;8;2;;5;3.0;0
43;No;Travel_Rarely;Sales;16;University;Marketing;1;327;Very_High;1.0;High;4;Manager;High;Married;16064;5;Y;Yes;22;Very_High;High;80;1;22;3;;17;3.0;1
33;Yes;Travel_Rarely;Research & Development;2;University;Life Sciences;1;328;Low;1.0;High;1;Laboratory Technician;High;Married;2707;7;Y;No;20;Very_High;Low;80;0;13;3;;9;;1
52;No;Non-Travel;Sales;2;Secondary;Life Sciences;1;329;Low;2.0;Medium;5;Manager;Medium;Single;19068;1;Y;Yes;18;Medium;Very_High;80;0;33;2;;33;;15
32;No;Travel_Rarely;Sales;4;University;Life Sciences;1;330;High;1.0;High;1;Sales Representative;High;Married;3931;2;Y;No;11;High;Low;80;1;6;5;High;4;;1
32;Yes;Travel_Rarely;Research & Development;1;Secondary;Life Sciences;1;331;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Single;3730;0;Y;Yes;14;Medium;Very_High;80;0;4;2;Medium;3;;1
39;No;Travel_Rarely;Research & Development;1;University;Medical;1;332;High;1.0;High;1;Laboratory Technician;High;Divorced;2232;7;Y;No;14;High;High;80;3;7;1;;3;;1
32;No;Non-Travel;Sales;26;University;Marketing;1;333;High;1.0;High;2;Sales Executive;;Married;4465;0;Y;No;18;High;Low;80;0;4;2;;3;;2
41;No;Travel_Rarely;Research & Development;19;University;Life Sciences;1;334;High;1.0;High;2;Research Scientist;High;Divorced;3072;2;Y;No;16;High;Low;80;2;17;2;;1;;0
40;No;Travel_Rarely;Research & Development;24;University;Technical Degree;1;335;Low;1.0;High;2;Research Scientist;High;Divorced;3319;1;Y;No;17;High;Low;80;2;9;3;High;9;;4
45;No;Travel_Rarely;Research & Development;1;Master;Other;1;336;High;1.0;Very_High;5;Manager;Very_High;Married;19202;0;Y;No;11;High;High;80;1;25;2;Very_High;24;;1
31;No;Travel_Frequently;Research & Development;3;University;Medical;1;337;Medium;1.0;High;3;Research Director;High;Divorced;13675;9;Y;No;12;High;Low;80;1;9;3;;2;;2
33;No;Travel_Rarely;Research & Development;5;Secondary;Life Sciences;1;338;High;2.0;Medium;1;Research Scientist;Medium;Married;2911;1;Y;No;13;Medium;High;80;1;2;2;;2;;0
34;No;Travel_Rarely;Research & Development;2;Secondary;Life Sciences;1;339;Very_High;2.0;Medium;2;Manufacturing Director;Medium;Married;5957;6;Y;No;13;Medium;Medium;80;1;13;3;Medium;11;;5
37;No;Travel_Rarely;Research & Development;1;Secondary;Medical;1;340;High;2.0;Medium;1;Research Scientist;Medium;Married;3920;2;Y;No;14;Medium;Low;80;1;17;2;;3;2.0;0
45;No;Travel_Frequently;Research & Development;7;Master;Life Sciences;1;341;Low;2.0;Very_High;2;Manufacturing Director;Very_High;Married;6434;4;Y;No;17;High;Very_High;80;1;9;1;Very_High;3;;0
37;Yes;Travel_Frequently;Research & Development;10;University;Medical;1;342;Low;1.0;High;3;Manufacturing Director;;Divorced;10048;6;Y;No;11;High;Medium;80;2;17;5;High;1;;0
39;No;Travel_Frequently;Research & Development;2;University;Technical Degree;1;343;High;1.0;High;3;Healthcare Representative;High;Single;10938;0;Y;No;25;Very_High;Very_High;80;0;20;1;High;19;;11
29;No;Travel_Rarely;Research & Development;15;University;Life Sciences;1;346;High;1.0;High;1;Research Scientist;High;Single;2340;1;Y;No;19;High;Low;80;0;6;1;;6;;1
42;No;Travel_Rarely;Research & Development;17;Master;Life Sciences;1;347;Very_High;2.0;Very_High;2;Research Scientist;Very_High;Single;6545;3;Y;Yes;13;High;High;80;0;10;1;;3;;0
29;No;Travel_Rarely;Sales;20;University;Marketing;1;349;Very_High;1.0;High;2;Sales Executive;High;Divorced;6931;2;Y;No;14;High;Very_High;80;1;10;2;;3;;0
25;No;Travel_Rarely;Research & Development;1;University;Life Sciences;1;350;Low;2.0;High;2;Manufacturing Director;High;Married;4898;0;Y;No;12;High;Very_High;80;2;5;3;High;4;3.0;1
42;No;Travel_Rarely;Research & Development;2;Secondary;Medical;1;351;Very_High;2.0;Medium;1;Laboratory Technician;Medium;Divorced;2593;0;Y;Yes;11;Medium;High;80;1;10;4;Medium;9;2.0;7
40;No;Travel_Rarely;Research & Development;2;University;Medical;1;352;Low;2.0;High;5;Research Director;High;Divorced;19436;0;Y;No;19;High;Very_High;80;1;22;5;High;21;;3
51;No;Travel_Rarely;Research & Development;1;;Life Sciences;1;353;High;1.0;High;1;Research Scientist;High;Married;2723;1;Y;No;11;High;Medium;80;0;1;0;;1;;0
31;Yes;Travel_Frequently;Research & Development;29;Secondary;Medical;1;355;High;2.0;Medium;1;Laboratory Technician;Medium;Single;3479;0;Y;No;11;Medium;Medium;80;0;6;2;;5;;1
32;No;Travel_Frequently;Research & Development;7;Master;Life Sciences;1;359;Medium;2.0;Very_High;1;Laboratory Technician;Very_High;Married;2794;1;Y;No;20;Very_High;High;80;0;5;3;;5;;0
38;No;Non-Travel;Sales;2;Secondary;Life Sciences;1;361;Very_High;2.0;Medium;2;Sales Executive;Medium;Married;5249;3;Y;No;18;Medium;Very_High;80;1;13;0;;8;;7
32;No;Travel_Rarely;Research & Development;2;Secondary;Technical Degree;1;362;Very_High;2.0;Medium;2;Laboratory Technician;Medium;Single;2176;4;Y;No;13;Medium;Very_High;80;0;9;5;;6;;0
46;No;Travel_Rarely;Sales;2;Elementary;Technical Degree;1;363;High;1.0;Low;4;Manager;Low;Married;16872;3;Y;Yes;12;Low;Medium;80;1;28;2;;7;;7
28;Yes;Travel_Rarely;Research & Development;2;University;Life Sciences;1;364;Low;1.0;High;1;Laboratory Technician;High;Single;3485;2;Y;No;11;High;High;80;0;5;5;;0;;0
29;No;Travel_Rarely;Sales;2;Secondary;Medical;1;366;Low;2.0;Medium;2;Sales Executive;Medium;Married;6644;2;Y;No;19;Medium;Medium;80;2;10;2;;0;;0
31;No;Travel_Rarely;Research & Development;23;Secondary;Medical;1;367;Medium;2.0;Medium;2;Healthcare Representative;Medium;Married;5582;0;Y;No;21;Medium;Medium;80;1;10;2;;9;;7
25;No;Non-Travel;Research & Development;5;Master;Life Sciences;1;369;Medium;2.0;Very_High;2;Healthcare Representative;Very_High;Divorced;4000;1;Y;No;12;High;Very_High;80;2;6;2;;6;4.0;1
